"id","owner_first_name","owner_last_name","business_name","business_address","business_phone_number","bir_registration_url","business_certificate_url","mayors_permit_url","username","email","cover_photo_url","services_offered","does_delivery","about_business","exact_location","business_hours","is_online","open_hours","availability_status","operating_hours","time_slots","latitude","longitude","status","rejection_reason","rejection_notes"
"3fdf1faf-3f3f-4f3f-d3f3-6789012345cd","Regina","Lopez","New Panggangan Laundry","Zone 4, Brgy. New Panggangan, Puerto Princesa City","0973-999-0000","","","","newpanggangan","newpanggangan@gmail.com","","[{""service"": ""Wash & Fold"", ""price"": 33}, {""service"": ""Agricultural"", ""price"": 38}, {""service"": ""Family Rates"", ""price"": 28}]","true","Rural laundry service in New Panggangan serving agricultural families with specialized cleaning and family-friendly pricing.","Zone 4, Brgy. New Panggangan","{""monday"": {""open"": ""07:00"", ""close"": ""18:00""}, ""tuesday"": {""open"": ""07:00"", ""close"": ""18:00""}, ""wednesday"": {""open"": ""07:00"", ""close"": ""18:00""}, ""thursday"": {""open"": ""07:00"", ""close"": ""18:00""}, ""friday"": {""open"": ""07:00"", ""close"": ""18:00""}, ""saturday"": {""open"": ""07:00"", ""close"": ""18:00""}, ""sunday"": {""open"": ""08:00"", ""close"": ""17:00""}}","true","7:00 AM - 6:00 PM","Open Slots","{""open_hour"": 7, ""close_hour"": 18, ""open_minute"": 0, ""close_minute"": 0}","[{""slot"": ""07:00-09:00"", ""available"": true}, {""slot"": ""09:00-11:00"", ""available"": true}]","9.7520","118.7520","pending","",""
"4fdf1faf-4f4f-4f4f-d4f4-7890123456cd","Hector","Diaz","Napsan Laundry","Main Road, Brgy. Napsan, Puerto Princesa City","0974-000-1111","","","","napsanmain","napsanmain@yahoo.com","","[{""service"": ""Regular Wash"", ""price"": 35}, {""service"": ""Tourist Service"", ""price"": 40}, {""service"": ""Camping Gear"", ""price"": 58}]","true","Serving both the Napsan community and tourists with regular laundry and specialized camping gear cleaning services.","Main Road, Brgy. Napsan","{""monday"": {""open"": ""08:00"", ""close"": ""18:00""}, ""tuesday"": {""open"": ""08:00"", ""close"": ""18:00""}, ""wednesday"": {""open"": ""08:00"", ""close"": ""18:00""}, ""thursday"": {""open"": ""08:00"", ""close"": ""18:00""}, ""friday"": {""open"": ""08:00"", ""close"": ""18:00""}, ""saturday"": {""open"": ""08:00"", ""close"": ""18:00""}, ""sunday"": {""open"": ""09:00"", ""close"": ""17:00""}}","true","8:00 AM - 6:00 PM","Open Slots","{""open_hour"": 8, ""close_hour"": 18, ""open_minute"": 0, ""close_minute"": 0}","[{""slot"": ""08:00-10:00"", ""available"": true}, {""slot"": ""10:00-12:00"", ""available"": true}]","9.7680","118.7680","pending","",""
"5fdf1faf-5f5f-4f5f-d5f5-8901234567cd","Norma","Santos","Narra Laundry","Purok 1, Brgy. Narra, Puerto Princesa City","0975-111-2222","","","","narrapp","narrapp@gmail.com","","[{""service"": ""Basic Wash"", ""price"": 31}, {""service"": ""Tree Farm"", ""price"": 35}, {""service"": ""Bulk Service"", ""price"": 26}]","true","Serving the Narra community including tree farm workers with basic wash services and bulk discounts for large orders.","Purok 1, Brgy. Narra","{""monday"": {""open"": ""07:30"", ""close"": ""18:30""}, ""tuesday"": {""open"": ""07:30"", ""close"": ""18:30""}, ""wednesday"": {""open"": ""07:30"", ""close"": ""18:30""}, ""thursday"": {""open"": ""07:30"", ""close"": ""18:30""}, ""friday"": {""open"": ""07:30"", ""close"": ""18:30""}, ""saturday"": {""open"": ""07:30"", ""close"": ""18:30""}, ""sunday"": {""open"": ""08:00"", ""close"": ""17:00""}}","true","7:30 AM - 6:30 PM","Open Slots","{""open_hour"": 7, ""close_hour"": 18, ""open_minute"": 30, ""close_minute"": 30}","[{""slot"": ""07:30-09:30"", ""available"": true}, {""slot"": ""09:30-11:30"", ""available"": true}]","9.7450","118.7450","pending","",""
"6fdf1faf-6f6f-4f6f-d6f6-9012345678cd","Olivia","Fernandez","New Buncag Laundry","Zone 2, Brgy. New Buncag, Puerto Princesa City","0976-222-3333","","","","newbuncag","newbuncag@yahoo.com","","[{""service"": ""Regular Wash"", ""price"": 34}, {""service"": ""Rural Delivery"", ""price"": 18}, {""service"": ""Family Packages"", ""price"": 30}]","true","Rural laundry service in New Buncag offering delivery to remote areas and family package deals for cost savings.","Zone 2, Brgy. New Buncag","{""monday"": {""open"": ""08:00"", ""close"": ""18:00""}, ""tuesday"": {""open"": ""08:00"", ""close"": ""18:00""}, ""wednesday"": {""open"": ""08:00"", ""close"": ""18:00""}, ""thursday"": {""open"": ""08:00"", ""close"": ""18:00""}, ""friday"": {""open"": ""08:00"", ""close"": ""18:00""}, ""saturday"": {""open"": ""08:00"", ""close"": ""18:00""}, ""sunday"": {""open"": ""09:00"", ""close"": ""17:00""}}","true","8:00 AM - 6:00 PM","Open Slots","{""open_hour"": 8, ""close_hour"": 18, ""open_minute"": 0, ""close_minute"": 0}","[{""slot"": ""08:00-10:00"", ""available"": true}, {""slot"": ""10:00-12:00"", ""available"": true}]","9.7480","118.7480","pending","",""
"7fdf1faf-7f7f-4f7f-d7f7-0123456789cd","Pablo","Reyes","Pagkakaisa Laundry","Purok 4, Brgy. Pagkakaisa, Puerto Princesa City","0977-333-4444","","","","pagkakaisa","pagkakaisa@gmail.com","","[{""service"": ""Wash & Fold"", ""price"": 32}, {""service"": ""Community Rates"", ""price"": 28}, {""service"": ""Bulk Orders"", ""price"": 25}]","true","Community cooperative laundry in Pagkakaisa offering competitive rates for residents and special pricing for bulk orders.","Purok 4, Brgy. Pagkakaisa","{""monday"": {""open"": ""07:00"", ""close"": ""19:00""}, ""tuesday"": {""open"": ""07:00"", ""close"": ""19:00""}, ""wednesday"": {""open"": ""07:00"", ""close"": ""19:00""}, ""thursday"": {""open"": ""07:00"", ""close"": ""19:00""}, ""friday"": {""open"": ""07:00"", ""close"": ""19:00""}, ""saturday"": {""open"": ""07:00"", ""close"": ""19:00""}, ""sunday"": {""open"": ""08:00"", ""close"": ""18:00""}}","true","7:00 AM - 7:00 PM","Open Slots","{""open_hour"": 7, ""close_hour"": 19, ""open_minute"": 0, ""close_minute"": 0}","[{""slot"": ""07:00-09:00"", ""available"": true}, {""slot"": ""09:00-11:00"", ""available"": true}]","9.7410","118.7410","pending","",""
"8fdf1faf-8f8f-4f8f-d8f8-1234567890cd","Rafaela","Castro","Princesa Laundry","Zone 1, Brgy. Princesa, Puerto Princesa City","0978-444-5555","","","","princesa","princesa@yahoo.com","","[{""service"": ""Regular Wash"", ""price"": 36}, {""service"": ""Tourist Laundry"", ""price"": 42}, {""service"": ""Hotel Service"", ""price"": 38}]","true","Serving the Princesa barangay with regular laundry and specialized services for tourists and local hospitality businesses.","Zone 1, Brgy. Princesa","{""monday"": {""open"": ""08:00"", ""close"": ""18:00""}, ""tuesday"": {""open"": ""08:00"", ""close"": ""18:00""}, ""wednesday"": {""open"": ""08:00"", ""close"": ""18:00""}, ""thursday"": {""open"": ""08:00"", ""close"": ""18:00""}, ""friday"": {""open"": ""08:00"", ""close"": ""18:00""}, ""saturday"": {""open"": ""08:00"", ""close"": ""18:00""}, ""sunday"": {""open"": ""09:00"", ""close"": ""17:00""}}","true","8:00 AM - 6:00 PM","Open Slots","{""open_hour"": 8, ""close_hour"": 18, ""open_minute"": 0, ""close_minute"": 0}","[{""slot"": ""08:00-10:00"", ""available"": true}, {""slot"": ""10:00-12:00"", ""available"": true}]","9.7390","118.7390","pending","",""
"9fdf1faf-9f9f-4f9f-d9f9-2345678901cd","Susana","Delgado","Pulang Lupa Laundry","Proper, Brgy. Pulang Lupa, Puerto Princesa City","0979-555-6666","","","","pulanglupa","pulanglupa@gmail.com","","[{""service"": ""Basic Wash"", ""price"": 29}, {""service"": ""Rural Pricing"", ""price"": 25}, {""service"": ""Quick Service"", ""price"": 35}]","true","Budget-friendly laundry in Pulang Lupa serving the rural community with basic wash services and quick turnaround.","Proper, Brgy. Pulang Lupa","{""monday"": {""open"": ""08:00"", ""close"": ""17:00""}, ""tuesday"": {""open"": ""08:00"", ""close"": ""17:00""}, ""wednesday"": {""open"": ""08:00"", ""close"": ""17:00""}, ""thursday"": {""open"": ""08:00"", ""close"": ""17:00""}, ""friday"": {""open"": ""08:00"", ""close"": ""17:00""}, ""saturday"": {""open"": ""08:00"", ""close"": ""17:00""}, ""sunday"": {""open"": ""09:00"", ""close"": ""16:00""}}","true","8:00 AM - 5:00 PM","Open Slots","{""open_hour"": 8, ""close_hour"": 17, ""open_minute"": 0, ""close_minute"": 0}","[{""slot"": ""08:00-10:00"", ""available"": true}, {""slot"": ""10:00-12:00"", ""available"": true}]","9.7530","118.7530","pending","",""
"49fdbbb0-1e24-4569-a5dc-7c934c74ab5f","Tomas","Garcia","Quezon Laundry","Centro, Brgy. Quezon, Puerto Princesa City","0980-666-7777","","","","quezon","quezon@yahoo.com","","[{""service"": ""Regular Wash"", ""price"": 35}, {""service"": ""Government"", ""price"": 32}, {""service"": ""Bulk Discount"", ""price"": 28}]","true","Serving the Quezon barangay community including government workers with regular wash services and bulk discounts.","Centro, Brgy. Quezon","{""monday"": {""open"": ""08:00"", ""close"": ""18:00""}, ""tuesday"": {""open"": ""08:00"", ""close"": ""18:00""}, ""wednesday"": {""open"": ""08:00"", ""close"": ""18:00""}, ""thursday"": {""open"": ""08:00"", ""close"": ""18:00""}, ""friday"": {""open"": ""08:00"", ""close"": ""18:00""}, ""saturday"": {""open"": ""08:00"", ""close"": ""18:00""}, ""sunday"": {""open"": ""09:00"", ""close"": ""17:00""}}","true","8:00 AM - 6:00 PM","Open Slots","{""open_hour"": 8, ""close_hour"": 18, ""open_minute"": 0, ""close_minute"": 0}","[{""slot"": ""08:00-10:00"", ""available"": true}, {""slot"": ""10:00-12:00"", ""available"": true}]","9.7420","118.7420","pending","",""
"1fdf0faf-1f1f-4f1f-d1f1-4567890123cd","Ursula","Rodriguez","Sandoval Laundry","Purok 5, Brgy. Sandoval, Puerto Princesa City","0981-777-8888","","","","sandoval","sandoval@gmail.com","","[{""service"": ""Wash & Fold"", ""price"": 33}, {""service"": ""Rural Community"", ""price"": 29}, {""service"": ""Family Discount"", ""price"": 26}]","true","Community-focused laundry in Sandoval serving rural families with wash & fold services and family discount programs.","Purok 5, Brgy. Sandoval","{""monday"": {""open"": ""07:30"", ""close"": ""18:30""}, ""tuesday"": {""open"": ""07:30"", ""close"": ""18:30""}, ""wednesday"": {""open"": ""07:30"", ""close"": ""18:30""}, ""thursday"": {""open"": ""07:30"", ""close"": ""18:30""}, ""friday"": {""open"": ""07:30"", ""close"": ""18:30""}, ""saturday"": {""open"": ""07:30"", ""close"": ""18:30""}, ""sunday"": {""open"": ""08:00"", ""close"": ""17:00""}}","true","7:30 AM - 6:30 PM","Open Slots","{""open_hour"": 7, ""close_hour"": 18, ""open_minute"": 30, ""close_minute"": 30}","[{""slot"": ""07:30-09:30"", ""available"": true}, {""slot"": ""09:30-11:30"", ""available"": true}]","9.7490","118.7490","pending","",""
"2fdf0faf-2f2f-4f2f-d2f2-5678901234cd","Victor","Silva","Santa Cruz Laundry","Proper, Brgy. Santa Cruz, Puerto Princesa City","0982-888-9999","","","","santacruz","santacruz@yahoo.com","","[{""service"": ""Regular Wash"", ""price"": 34}, {""service"": ""Community Service"", ""price"": 30}, {""service"": ""Church Service"", ""price"": 35}]","true","Community laundry in Santa Cruz serving local residents and religious institutions with regular and specialized services.","Proper, Brgy. Santa Cruz","{""monday"": {""open"": ""08:00"", ""close"": ""18:00""}, ""tuesday"": {""open"": ""08:00"", ""close"": ""18:00""}, ""wednesday"": {""open"": ""08:00"", ""close"": ""18:00""}, ""thursday"": {""open"": ""08:00"", ""close"": ""18:00""}, ""friday"": {""open"": ""08:00"", ""close"": ""18:00""}, ""saturday"": {""open"": ""08:00"", ""close"": ""18:00""}, ""sunday"": {""open"": ""09:00"", ""close"": ""17:00""}}","true","8:00 AM - 6:00 PM","Open Slots","{""open_hour"": 8, ""close_hour"": 18, ""open_minute"": 0, ""close_minute"": 0}","[{""slot"": ""08:00-10:00"", ""available"": true}, {""slot"": ""10:00-12:00"", ""available"": true}]","9.7460","118.7460","pending","",""
"3fdf0faf-3f3f-4f3f-d3f3-6789012345cd","Wilma","Torres","Santa Lucia Laundry","Zone 3, Brgy. Santa Lucia, Puerto Princesa City","0983-999-0000","","","","santalucia","santalucia@gmail.com","","[{""service"": ""Wash & Fold"", ""price"": 36}, {""service"": ""Rural Delivery"", ""price"": 22}, {""service"": ""Seasonal Rates"", ""price"": 30}]","true","Rural laundry service in Santa Lucia with delivery options and seasonal pricing to serve the farming community year-round.","Zone 3, Brgy. Santa Lucia","{""monday"": {""open"": ""07:30"", ""close"": ""18:30""}, ""tuesday"": {""open"": ""07:30"", ""close"": ""18:30""}, ""wednesday"": {""open"": ""07:30"", ""close"": ""18:30""}, ""thursday"": {""open"": ""07:30"", ""close"": ""18:30""}, ""friday"": {""open"": ""07:30"", ""close"": ""18:30""}, ""saturday"": {""open"": ""07:30"", ""close"": ""18:30""}, ""sunday"": {""open"": ""08:00"", ""close"": ""17:00""}}","true","7:30 AM - 6:30 PM","Open Slots","{""open_hour"": 7, ""close_hour"": 18, ""open_minute"": 30, ""close_minute"": 30}","[{""slot"": ""07:30-09:30"", ""available"": true}, {""slot"": ""09:30-11:30"", ""available"": true}]","9.7510","118.7510","pending","",""
"4fdf0faf-4f4f-4f4f-d4f4-7890123456cd","Xavier","Hernandez","Santa Maria Laundry","Centro, Brgy. Santa Maria, Puerto Princesa City","0984-000-1111","","","","santamaria","santamaria@yahoo.com","","[{""service"": ""Regular Wash"", ""price"": 34}, {""service"": ""Community Focus"", ""price"": 30}, {""service"": ""Quick Turnaround"", ""price"": 38}]","true","Community-focused laundry in Santa Maria providing regular wash services with quick turnaround for local residents.","Centro, Brgy. Santa Maria","{""monday"": {""open"": ""08:00"", ""close"": ""18:00""}, ""tuesday"": {""open"": ""08:00"", ""close"": ""18:00""}, ""wednesday"": {""open"": ""08:00"", ""close"": ""18:00""}, ""thursday"": {""open"": ""08:00"", ""close"": ""18:00""}, ""friday"": {""open"": ""08:00"", ""close"": ""18:00""}, ""saturday"": {""open"": ""08:00"", ""close"": ""18:00""}, ""sunday"": {""open"": ""09:00"", ""close"": ""17:00""}}","true","8:00 AM - 6:00 PM","Open Slots","{""open_hour"": 8, ""close_hour"": 18, ""open_minute"": 0, ""close_minute"": 0}","[{""slot"": ""08:00-10:00"", ""available"": true}, {""slot"": ""10:00-12:00"", ""available"": true}]","9.7440","118.7440","pending","",""
"5fdf0faf-5f5f-4f5f-d5f5-8901234567cd","Yolanda","Ramos","Santa Monica Extension","Extension Road, Brgy. Santa Monica, Puerto Princesa City","0985-111-2222","","","","santaext","santaext@gmail.com","","[{""service"": ""Wash & Fold"", ""price"": 37}, {""service"": ""Extension Service"", ""price"": 42}, {""service"": ""Delivery"", ""price"": 20}]","true","Extension service of Santa Monica laundry providing expanded coverage with delivery options for surrounding communities.","Extension Road, Brgy. Santa Monica","{""monday"": {""open"": ""08:00"", ""close"": ""19:00""}, ""tuesday"": {""open"": ""08:00"", ""close"": ""19:00""}, ""wednesday"": {""open"": ""08:00"", ""close"": ""19:00""}, ""thursday"": {""open"": ""08:00"", ""close"": ""19:00""}, ""friday"": {""open"": ""08:00"", ""close"": ""19:00""}, ""saturday"": {""open"": ""08:00"", ""close"": ""19:00""}, ""sunday"": {""open"": ""09:00"", ""close"": ""18:00""}}","true","8:00 AM - 7:00 PM","Open Slots","{""open_hour"": 8, ""close_hour"": 19, ""open_minute"": 0, ""close_minute"": 0}","[{""slot"": ""08:00-10:00"", ""available"": true}, {""slot"": ""10:00-12:00"", ""available"": true}]","9.7500","118.7500","pending","",""
"6fdf0faf-6f6f-4f6f-d6f6-9012345678cd","Zenaida","Flores","San Pedro Extension","Extension Area, Brgy. San Pedro, Puerto Princesa City","0986-222-3333","","","","sanpedroext","sanpedroext@yahoo.com","","[{""service"": ""Regular Wash"", ""price"": 35}, {""service"": ""Extension Area"", ""price"": 32}, {""service"": ""Same-Day Service"", ""price"": 45}]","true","Extension service for San Pedro area providing regular laundry with same-day service option for urgent needs.","Extension Area, Brgy. San Pedro","{""monday"": {""open"": ""07:30"", ""close"": ""18:30""}, ""tuesday"": {""open"": ""07:30"", ""close"": ""18:30""}, ""wednesday"": {""open"": ""07:30"", ""close"": ""18:30""}, ""thursday"": {""open"": ""07:30"", ""close"": ""18:30""}, ""friday"": {""open"": ""07:30"", ""close"": ""18:30""}, ""saturday"": {""open"": ""07:30"", ""close"": ""18:30""}, ""sunday"": {""open"": ""08:00"", ""close"": ""17:00""}}","true","7:30 AM - 6:30 PM","Open Slots","{""open_hour"": 7, ""close_hour"": 18, ""open_minute"": 30, ""close_minute"": 30}","[{""slot"": ""07:30-09:30"", ""available"": true}, {""slot"": ""09:30-11:30"", ""available"": true}]","9.7450","118.7450","pending","",""
"7fdf0faf-7f7f-4f7f-d7f7-0123456789cd","Alberto","Mendoza","San Rafael Extension","Extension Zone, Brgy. San Rafael, Puerto Princesa City","0987-333-4444","","","","sanrafaelext","sanrafaelext@gmail.com","","[{""service"": ""Wash & Fold"", ""price"": 36}, {""service"": ""Extended Hours"", ""price"": 40}, {""service"": ""Rural Delivery"", ""price"": 25}]","true","Extended hours laundry service in San Rafael area providing wash & fold with rural delivery to surrounding communities.","Extension Zone, Brgy. San Rafael","{""monday"": {""open"": ""07:00"", ""close"": ""20:00""}, ""tuesday"": {""open"": ""07:00"", ""close"": ""20:00""}, ""wednesday"": {""open"": ""07:00"", ""close"": ""20:00""}, ""thursday"": {""open"": ""07:00"", ""close"": ""20:00""}, ""friday"": {""open"": ""07:00"", ""close"": ""20:00""}, ""saturday"": {""open"": ""07:00"", ""close"": ""20:00""}, ""sunday"": {""open"": ""08:00"", ""close"": ""19:00""}}","true","7:00 AM - 8:00 PM","Open Slots","{""open_hour"": 7, ""close_hour"": 20, ""open_minute"": 0, ""close_minute"": 0}","[{""slot"": ""07:00-09:00"", ""available"": true}, {""slot"": ""09:00-11:00"", ""available"": true}]","9.7520","118.7520","pending","",""
"8fdf0faf-8f8f-4f8f-d8f8-1234567890cd","Beatriz","Ortega","San Ramon Laundry","Sitio Proper, Brgy. San Ramon, Puerto Princesa City","0988-444-5555","","","","sanramon","sanramon@yahoo.com","","[{""service"": ""Regular Wash"", ""price"": 34}, {""service"": ""Agricultural"", ""price"": 30}, {""service"": ""Bulk Service"", ""price"": 28}]","true","Rural laundry in San Ramon serving the agricultural community with regular wash and bulk service discounts for farming families.","Sitio Proper, Brgy. San Ramon","{""monday"": {""open"": ""07:30"", ""close"": ""18:30""}, ""tuesday"": {""open"": ""07:30"", ""close"": ""18:30""}, ""wednesday"": {""open"": ""07:30"", ""close"": ""18:30""}, ""thursday"": {""open"": ""07:30"", ""close"": ""18:30""}, ""friday"": {""open"": ""07:30"", ""close"": ""18:30""}, ""saturday"": {""open"": ""07:30"", ""close"": ""18:30""}, ""sunday"": {""open"": ""08:00"", ""close"": ""17:00""}}","true","7:30 AM - 6:30 PM","Open Slots","{""open_hour"": 7, ""close_hour"": 18, ""open_minute"": 30, ""close_minute"": 30}","[{""slot"": ""07:30-09:30"", ""available"": true}, {""slot"": ""09:30-11:30"", ""available"": true}]","9.7480","118.7480","pending","",""
"9fdf0faf-9f9f-4f9f-d9f9-2345678901cd","Carlos","Ramos","San Roque Laundry","Zone 2, Brgy. San Roque, Puerto Princesa City","0989-555-6666","","","","sanroque","sanroque@gmail.com","","[{""service"": ""Wash & Fold"", ""price"": 35}, {""service"": ""Community Service"", ""price"": 32}, {""service"": ""Express Service"", ""price"": 42}]","true","Community laundry in San Roque offering wash & fold services with express options for busy residents and families.","Zone 2, Brgy. San Roque","{""monday"": {""open"": ""08:00"", ""close"": ""18:00""}, ""tuesday"": {""open"": ""08:00"", ""close"": ""18:00""}, ""wednesday"": {""open"": ""08:00"", ""close"": ""18:00""}, ""thursday"": {""open"": ""08:00"", ""close"": ""18:00""}, ""friday"": {""open"": ""08:00"", ""close"": ""18:00""}, ""saturday"": {""open"": ""08:00"", ""close"": ""18:00""}, ""sunday"": {""open"": ""09:00"", ""close"": ""17:00""}}","true","8:00 AM - 6:00 PM","Open Slots","{""open_hour"": 8, ""close_hour"": 18, ""open_minute"": 0, ""close_minute"": 0}","[{""slot"": ""08:00-10:00"", ""available"": true}, {""slot"": ""10:00-12:00"", ""available"": true}]","9.7450","118.7450","pending","",""
"0fdf1faf-0f0f-4f0f-d0f0-3456789012cd","Diana","Lopez","San Vicente Laundry","Purok 3, Brgy. San Vicente, Puerto Princesa City","0990-666-7777","","","","sanvicente","sanvicente@yahoo.com","","[{""service"": ""Regular Wash"", ""price"": 33}, {""service"": ""Rural Service"", ""price"": 29}, {""service"": ""Same-Day Service"", ""price"": 38}]","true","Rural-focused laundry in San Vicente providing regular wash services with same-day turnaround for the farming community.","Purok 3, Brgy. San Vicente","{""monday"": {""open"": ""07:00"", ""close"": ""19:00""}, ""tuesday"": {""open"": ""07:00"", ""close"": ""19:00""}, ""wednesday"": {""open"": ""07:00"", ""close"": ""19:00""}, ""thursday"": {""open"": ""07:00"", ""close"": ""19:00""}, ""friday"": {""open"": ""07:00"", ""close"": ""19:00""}, ""saturday"": {""open"": ""07:00"", ""close"": ""19:00""}, ""sunday"": {""open"": ""08:00"", ""close"": ""18:00""}}","true","7:00 AM - 7:00 PM","Open Slots","{""open_hour"": 7, ""close_hour"": 19, ""open_minute"": 0, ""close_minute"": 0}","[{""slot"": ""07:00-09:00"", ""available"": true}, {""slot"": ""09:00-11:00"", ""available"": true}]","9.7510","118.7510","pending","",""
"6f3fdfba-5dd4-4941-848f-c2fa4bdefe27","Esteban","Garcia","Santa Barbara Laundry","Centro, Brgy. Santa Barbara, Puerto Princesa City","0991-777-8888","","","","santabarbara","santabarbara@gmail.com","","[{""service"": ""Wash & Fold"", ""price"": 36}, {""service"": ""Community Focus"", ""price"": 32}, {""service"": ""Delivery Service"", ""price"": 20}]","true","Community-focused laundry in Santa Barbara offering wash & fold services with delivery options for local residents.","Centro, Brgy. Santa Barbara","{""monday"": {""open"": ""08:00"", ""close"": ""18:00""}, ""tuesday"": {""open"": ""08:00"", ""close"": ""18:00""}, ""wednesday"": {""open"": ""08:00"", ""close"": ""18:00""}, ""thursday"": {""open"": ""08:00"", ""close"": ""18:00""}, ""friday"": {""open"": ""08:00"", ""close"": ""18:00""}, ""saturday"": {""open"": ""08:00"", ""close"": ""18:00""}, ""sunday"": {""open"": ""09:00"", ""close"": ""17:00""}}","true","8:00 AM - 6:00 PM","Open Slots","{""open_hour"": 8, ""close_hour"": 18, ""open_minute"": 0, ""close_minute"": 0}","[{""slot"": ""08:00-10:00"", ""available"": true}, {""slot"": ""10:00-12:00"", ""available"": true}]","9.7440","118.7440","pending","",""
"18794f76-811e-4dbf-9c44-65ea8ae2d0e3","Felicia","Martinez","Santa Cruz Extension","Extension Road, Brgy. Santa Cruz, Puerto Princesa City","0992-888-9999","","","","santacruzext","santacruzext@yahoo.com","","[{""service"": ""Regular Wash"", ""price"": 34}, {""service"": ""Extension Service"", ""price"": 30}, {""service"": ""Express Service"", ""price"": 40}]","true","Extension service for Santa Cruz area providing regular laundry with express options for urgent cleaning needs.","Extension Road, Brgy. Santa Cruz","{""monday"": {""open"": ""07:30"", ""close"": ""18:30""}, ""tuesday"": {""open"": ""07:30"", ""close"": ""18:30""}, ""wednesday"": {""open"": ""07:30"", ""close"": ""18:30""}, ""thursday"": {""open"": ""07:30"", ""close"": ""18:30""}, ""friday"": {""open"": ""07:30"", ""close"": ""18:30""}, ""saturday"": {""open"": ""07:30"", ""close"": ""18:30""}, ""sunday"": {""open"": ""08:00"", ""close"": ""17:00""}}","true","7:30 AM - 6:30 PM","Open Slots","{""open_hour"": 7, ""close_hour"": 18, ""open_minute"": 30, ""close_minute"": 30}","[{""slot"": ""07:30-09:30"", ""available"": true}, {""slot"": ""09:30-11:30"", ""available"": true}]","9.7470","118.7470","pending","",""
"74d864ff-8449-41fc-860a-37c69a3cac1c","Gabriel","Hernandez","Santa Lucia Extension","Extension Zone, Brgy. Santa Lucia, Puerto Princesa City","0993-999-0000","","","","santaluciaext","santaluciaext@gmail.com","","[{""service"": ""Wash & Fold"", ""price"": 35}, {""service"": ""Extended Coverage"", ""price"": 38}, {""service"": ""Delivery"", ""price"": 25}]","true","Extended coverage laundry service for Santa Lucia area providing wash & fold with delivery to remote communities.","Extension Zone, Brgy. Santa Lucia","{""monday"": {""open"": ""07:00"", ""close"": ""19:00""}, ""tuesday"": {""open"": ""07:00"", ""close"": ""19:00""}, ""wednesday"": {""open"": ""07:00"", ""close"": ""19:00""}, ""thursday"": {""open"": ""07:00"", ""close"": ""19:00""}, ""friday"": {""open"": ""07:00"", ""close"": ""19:00""}, ""saturday"": {""open"": ""07:00"", ""close"": ""19:00""}, ""sunday"": {""open"": ""08:00"", ""close"": ""18:00""}}","true","7:00 AM - 7:00 PM","Open Slots","{""open_hour"": 7, ""close_hour"": 19, ""open_minute"": 0, ""close_minute"": 0}","[{""slot"": ""07:00-09:00"", ""available"": true}, {""slot"": ""09:00-11:00"", ""available"": true}]","9.7520","118.7520","pending","",""
"56473ace-4319-459e-a81c-449905159079","Humberto","Rodriguez","Santa Maria Extension","Extension Area, Brgy. Santa Maria, Puerto Princesa City","0994-000-1111","","","","santamariaext","santamariaext@yahoo.com","","[{""service"": ""Regular Wash"", ""price"": 33}, {""service"": ""Extension Area"", ""price"": 30}, {""service"": ""Same-Day Service"", ""price"": 38}]","true","Extension area laundry service for Santa Maria providing regular wash with same-day service for urgent needs.","Extension Area, Brgy. Santa Maria","{""monday"": {""open"": ""07:30"", ""close"": ""18:30""}, ""tuesday"": {""open"": ""07:30"", ""close"": ""18:30""}, ""wednesday"": {""open"": ""07:30"", ""close"": ""18:30""}, ""thursday"": {""open"": ""07:30"", ""close"": ""18:30""}, ""friday"": {""open"": ""07:30"", ""close"": ""18:30""}, ""saturday"": {""open"": ""07:30"", ""close"": ""18:30""}, ""sunday"": {""open"": ""08:00"", ""close"": ""17:00""}}","true","7:30 AM - 6:30 PM","Open Slots","{""open_hour"": 7, ""close_hour"": 18, ""open_minute"": 30, ""close_minute"": 30}","[{""slot"": ""07:30-09:30"", ""available"": true}, {""slot"": ""09:30-11:30"", ""available"": true}]","9.7450","118.7450","pending","",""
"7bd09939-da7e-490d-bf65-6c9faa2e5bb7","Ines","Santos","Santa Monica Extension","Extension Zone, Brgy. Santa Monica, Puerto Princesa City","0995-111-2222","","","","santamonicaext","santamonicaext@gmail.com","","[{""service"": ""Wash & Fold"", ""price"": 36}, {""service"": ""Extended Hours"", ""price"": 40}, {""service"": ""Rural Delivery"", ""price"": 22}]","true","Extended hours laundry service in Santa Monica area providing wash & fold with rural delivery to farming communities.","Extension Zone, Brgy. Santa Monica","{""monday"": {""open"": ""07:00"", ""close"": ""20:00""}, ""tuesday"": {""open"": ""07:00"", ""close"": ""20:00""}, ""wednesday"": {""open"": ""07:00"", ""close"": ""20:00""}, ""thursday"": {""open"": ""07:00"", ""close"": ""20:00""}, ""friday"": {""open"": ""07:00"", ""close"": ""20:00""}, ""saturday"": {""open"": ""07:00"", ""close"": ""20:00""}, ""sunday"": {""open"": ""08:00"", ""close"": ""19:00""}}","true","7:00 AM - 8:00 PM","Open Slots","{""open_hour"": 7, ""close_hour"": 20, ""open_minute"": 0, ""close_minute"": 0}","[{""slot"": ""07:00-09:00"", ""available"": true}, {""slot"": ""09:00-11:00"", ""available"": true}]","9.7500","118.7500","pending","",""
